Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
60,Yes,Travel_Rarely,1248,Research & Development,6,5,Technical Degree,1,141,4,Male,45,2,3,Human Resources,4,Married,17341,3255,6,Y,Yes,14,3,3,80,3,12,2,1,0,0,0,0
46,No,Non-Travel,567,Research & Development,11,5,Medical,1,142,3,Female,99,4,5,Sales Executive,4,Divorced,13049,10579,6,Y,No,14,3,3,80,2,30,3,4,22,10,10,17
53,No,Travel_Rarely,724,Research & Development,2,5,Human Resources,1,143,1,Male,66,2,1,Sales Representative,4,Divorced,7385,17876,2,Y,Yes,21,4,1,80,1,38,2,4,14,6,14,7
30,Yes,Travel_Rarely,675,Human Resources,26,4,Marketing,1,144,2,Male,93,2,3,Manager,2,Married,2347,21471,2,Y,Yes,15,3,3,80,0,38,1,2,24,5,3,6
49,No,Travel_Frequently,1415,Research & Development,15,3,Human Resources,1,145,4,Male,89,3,3,Manufacturing Director,2,Married,4660,24452,1,Y,No,15,3,3,80,2,12,5,2,12,4,4,1
24,No,Travel_Frequently,1290,Research & Development,6,1,Life Sciences,1,146,1,Female,84,3,1,Manager,2,Divorced,11004,11027,8,Y,No,20,3,3,80,3,36,2,1,21,0,3,1
39,No,Travel_Rarely,356,Research & Development,4,5,Human Resources,1,147,2,Female,81,3,3,Human Resources,4,Divorced,17542,9298,2,Y,Yes,19,3,3,80,3,24,2,4,22,16,5,7
45,No,Travel_Frequently,993,Sales,4,1,Marketing,1,148,2,Male,85,3,2,Human Resources,3,Single,10724,5844,3,Y,No,20,4,2,80,2,8,0,3,8,1,3,6
19,No,Non-Travel,787,Research & Development,29,1,Medical,1,149,3,Male,46,3,2,Research Scientist,4,Married,16632,18654,1,Y,No,15,3,1,80,3,20,4,2,1,1,1,1
59,No,Travel_Rarely,221,Research & Development,7,4,Life Sciences,1,150,2,Male,56,4,1,Human Resources,1,Married,11795,11434,6,Y,Yes,14,3,4,80,3,34,0,3,34,3,7,9
23,Yes,Travel_Frequently,939,Research & Development,24,5,Human Resources,1,151,2,Male,32,1,5,Research Scientist,4,Divorced,9192,26531,6,Y,Yes,18,3,4,80,3,23,2,1,21,3,10,2
45,No,Travel_Rarely,165,Research & Development,14,2,Technical Degree,1,152,3,Male,58,4,4,Manager,1,Divorced,18637,3534,0,Y,No,20,3,1,80,1,10,6,2,10,10,10,5
45,Yes,Non-Travel,591,Research & Development,19,1,Marketing,1,153,4,Male,33,1,1,Sales Representative,2,Single,13170,6904,2,Y,No,25,3,2,80,1,24,2,1,24,2,11,2
37,No,Travel_Rarely,1274,Research & Development,29,5,Medical,1,154,3,Male,56,3,1,Human Resources,1,Divorced,4155,16113,8,Y,No,19,3,4,80,2,28,2,2,28,9,6,2
47,No,Travel_Rarely,1367,Research & Development,13,1,Other,1,155,4,Male,43,2,1,Manager,4,Divorced,7927,11529,0,Y,No,22,3,4,80,2,7,1,1,7,7,2,7
28,No,Travel_Rarely,214,Research & Development,28,4,Marketing,1,156,2,Male,85,2,1,Research Director,3,Single,10255,25814,6,Y,No,15,3,3,80,0,19,3,3,19,13,3,17
45,Yes,Travel_Rarely,440,Research & Development,29,4,Human Resources,1,157,1,Male,51,1,2,Laboratory Technician,1,Married,4646,8187,8,Y,Yes,23,3,3,80,1,29,2,2,27,9,8,12
42,Yes,Travel_Rarely,247,Research & Development,16,2,Medical,1,158,4,Female,53,1,1,Manager,3,Married,2545,6011,7,Y,No,21,3,3,80,0,18,6,3,18,5,15,15
56,No,Travel_Rarely,1310,Human Resources,16,4,Technical Degree,1,159,4,Female,40,4,5,Research Scientist,4,Married,16845,7863,0,Y,Yes,23,4,1,80,2,5,0,2,2,2,2,2
50,No,Travel_Rarely,201,Research & Development,15,5,Life Sciences,1,160,4,Male,58,1,4,Sales Executive,4,Married,9037,13639,4,Y,No,16,3,4,80,0,33,0,4,22,8,15,14
18,Yes,Travel_Frequently,535,Sales,6,4,Human Resources,1,161,4,Male,67,4,4,Manager,1,Single,6535,7924,2,Y,No,19,4,2,80,2,38,5,3,15,4,8,15
44,No,Travel_Rarely,1298,Research & Development,10,2,Medical,1,162,2,Female,99,3,5,Laboratory Technician,1,Divorced,8379,8158,5,Y,No,11,3,2,80,1,28,6,2,18,2,12,9
30,No,Travel_Rarely,1172,Research & Development,12,3,Life Sciences,1,163,1,Female,38,2,1,Healthcare Representative,2,Single,17595,11185,1,Y,No,16,3,4,80,0,22,3,2,7,7,4,3
58,Yes,Travel_Rarely,997,Sales,6,1,Medical,1,164,4,Female,74,2,4,Manager,3,Married,14942,7825,7,Y,No,18,3,2,80,0,33,4,1,15,4,14,4
20,Yes,Travel_Rarely,499,Sales,2,1,Other,1,165,1,Male,55,4,2,Manager,1,Single,16690,20939,4,Y,No,12,3,3,80,2,4,2,4,4,4,4,4
56,No,Travel_Rarely,1403,Research & Development,9,5,Human Resources,1,166,2,Male,81,1,4,Sales Representative,4,Married,9181,20538,6,Y,No,11,3,3,80,2,20,1,2,20,10,3,16
23,No,Travel_Rarely,1216,Research & Development,18,2,Medical,1,167,4,Female,35,4,5,Sales Representative,1,Married,9085,2613,7,Y,No,22,3,3,80,3,37,5,2,36,9,6,14
25,No,Travel_Rarely,1391,Research & Development,23,2,Technical Degree,1,168,1,Male,50,1,4,Manager,4,Divorced,15669,6449,2,Y,Yes,14,3,1,80,3,34,4,4,34,0,6,0
44,No,Travel_Rarely,677,Sales,28,2,Medical,1,169,4,Female,89,1,5,Sales Executive,2,Divorced,6844,18738,9,Y,No,13,3,1,80,1,31,4,4,26,0,0,7
26,No,Non-Travel,777,Sales,28,1,Human Resources,1,170,4,Female,88,1,1,Research Director,3,Married,15855,12046,0,Y,No,22,3,4,80,3,35,6,1,17,16,5,0
54,No,Travel_Frequently,1183,Research & Development,2,4,Medical,1,171,2,Female,50,4,4,Manufacturing Director,3,Married,9681,8739,9,Y,No,12,3,4,80,1,8,1,2,8,2,8,6
50,No,Non-Travel,1193,Research & Development,14,1,Life Sciences,1,172,4,Female,40,3,5,Sales Executive,2,Single,8545,11201,7,Y,No,18,3,1,80,0,32,6,1,32,14,2,1
59,No,Travel_Rarely,832,Sales,29,1,Life Sciences,1,173,1,Male,49,2,2,Research Scientist,1,Married,7230,10080,2,Y,No,16,3,3,80,1,25,3,2,19,13,2,1
41,No,Travel_Rarely,807,Research & Development,5,1,Other,1,174,1,Male,46,4,2,Laboratory Technician,3,Married,11465,6702,7,Y,No,18,3,3,80,1,12,2,4,2,2,2,1
32,No,Travel_Rarely,448,Research & Development,3,4,Marketing,1,175,2,Male,80,3,3,Manager,2,Single,14120,26272,8,Y,No,20,3,3,80,0,15,4,2,15,12,3,12
49,No,Non-Travel,407,Sales,5,3,Other,1,176,3,Female,93,2,4,Research Scientist,2,Married,10299,4249,6,Y,No,19,3,1,80,3,10,3,3,10,6,9,9
49,No,Travel_Rarely,161,Sales,6,5,Marketing,1,177,3,Male,84,4,1,Research Scientist,2,Single,7455,12269,4,Y,No,23,3,3,80,2,10,6,3,10,10,2,10
41,Yes,Travel_Frequently,867,Sales,12,3,Technical Degree,1,178,2,Male,45,4,3,Manager,2,Single,10714,10996,4,Y,No,14,3,3,80,3,28,1,4,28,12,1,9
58,Yes,Travel_Rarely,262,Research & Development,3,3,Life Sciences,1,179,2,Female,83,3,4,Manufacturing Director,2,Divorced,17879,11899,9,Y,Yes,20,3,4,80,3,23,0,1,9,8,5,9
29,Yes,Non-Travel,1022,Research & Development,5,1,Marketing,1,180,3,Male,83,4,2,Healthcare Representative,4,Single,5522,10829,1,Y,No,22,3,1,80,1,2,6,3,2,2,2,2
56,No,Travel_Rarely,356,Research & Development,24,3,Medical,1,181,3,Female,85,2,1,Research Director,1,Married,14084,11025,7,Y,No,16,3,2,80,0,30,2,1,4,4,4,4
19,No,Travel_Rarely,1420,Research & Development,9,1,Technical Degree,1,182,1,Male,36,3,2,Laboratory Technician,3,Divorced,4255,5899,3,Y,No,24,3,2,80,0,27,6,4,27,5,2,0
20,Yes,Travel_Rarely,1020,Research & Development,12,1,Human Resources,1,183,1,Male,42,4,4,Healthcare Representative,2,Divorced,19115,11214,1,Y,No,18,3,4,80,3,0,0,2,0,0,0,0
54,Yes,Travel_Rarely,250,Research & Development,7,5,Marketing,1,184,1,Male,73,2,1,Sales Executive,4,Married,14146,17500,4,Y,Yes,22,3,3,80,0,35,4,3,29,0,13,10
34,Yes,Travel_Rarely,214,Research & Development,29,2,Other,1,185,3,Male,69,4,1,Manufacturing Director,1,Single,3890,12551,1,Y,No,19,3,1,80,0,28,5,3,28,1,11,1
19,Yes,Travel_Rarely,631,Sales,25,1,Marketing,1,186,2,Male,98,3,3,Healthcare Representative,1,Divorced,11448,4327,7,Y,No,17,3,2,80,3,35,2,2,17,12,8,17
19,No,Travel_Rarely,1390,Research & Development,5,3,Other,1,187,4,Female,57,4,1,Manufacturing Director,4,Married,13210,16594,7,Y,Yes,17,3,4,80,0,10,2,1,10,10,10,10
45,Yes,Travel_Frequently,716,Research & Development,27,5,Other,1,188,1,Male,69,2,4,Human Resources,2,Married,2060,26092,9,Y,No,11,3,2,80,0,11,5,4,11,1,7,11
40,No,Travel_Rarely,700,Research & Development,15,3,Life Sciences,1,189,4,Male,91,1,5,Research Director,3,Single,14984,2087,9,Y,No,12,3,2,80,0,14,0,4,14,14,1,3
54,Yes,Travel_Rarely,1450,Research & Development,19,2,Technical Degree,1,190,2,Male,88,4,5,Research Scientist,2,Single,3824,3923,9,Y,No,20,3,2,80,3,14,0,2,14,11,14,0
49,No,Travel_Rarely,487,Sales,12,4,Other,1,191,3,Female,79,4,1,Human Resources,4,Single,4187,26117,7,Y,No,15,3,3,80,2,27,3,1,15,4,0,5
50,No,Travel_Rarely,284,Research & Development,26,2,Life Sciences,1,192,1,Female,40,2,5,Research Scientist,2,Married,11398,2240,9,Y,No,17,3,1,80,0,29,5,1,10,10,10,10
18,No,Travel_Rarely,1001,Research & Development,2,5,Life Sciences,1,193,3,Male,44,2,4,Manager,3,Single,3003,6686,6,Y,No,19,3,2,80,2,15,5,4,15,15,4,2
36,No,Travel_Rarely,581,Research & Development,17,2,Other,1,194,2,Male,89,3,3,Research Scientist,4,Single,7869,23192,3,Y,Yes,20,3,2,80,1,2,3,4,2,2,2,2
19,No,Travel_Rarely,1118,Research & Development,14,2,Technical Degree,1,195,1,Female,39,1,2,Manager,2,Single,18682,14088,6,Y,Yes,21,3,2,80,2,28,2,1,25,14,2,9
43,Yes,Travel_Rarely,1015,Research & Development,7,5,Medical,1,196,2,Female,49,3,2,Manager,1,Married,2496,11830,6,Y,Yes,17,4,2,80,1,4,3,2,4,4,4,2
49,No,Travel_Frequently,161,Research & Development,29,5,Marketing,1,197,2,Female,59,2,4,Sales Representative,4,Single,9648,24654,0,Y,Yes,19,3,1,80,0,17,3,1,17,8,3,3
23,Yes,Travel_Rarely,1250,Research & Development,28,3,Life Sciences,1,198,1,Male,64,2,3,Healthcare Representative,1,Divorced,9518,8967,6,Y,No,11,3,1,80,3,5,4,1,5,5,0,5
49,No,Non-Travel,133,Research & Development,19,1,Marketing,1,199,4,Male,88,2,4,Laboratory Technician,3,Single,2222,11304,9,Y,No,20,3,1,80,3,32,5,2,2,2,2,0
21,Yes,Travel_Rarely,1072,Research & Development,1,4,Technical Degree,1,200,1,Female,80,2,1,Research Scientist,3,Divorced,15572,14351,1,Y,No,20,3,2,80,0,11,4,4,8,8,8,8
28,No,Travel_Rarely,1241,Research & Development,2,4,Medical,1,201,3,Male,87,3,3,Manufacturing Director,2,Divorced,6945,23698,6,Y,Yes,22,3,1,80,0,34,4,4,31,15,1,14
34,No,Travel_Frequently,105,Research & Development,14,4,Human Resources,1,202,4,Male,41,1,5,Sales Executive,1,Married,19539,4318,9,Y,No,16,3,2,80,1,39,6,3,8,6,1,8
55,No,Travel_Frequently,684,Human Resources,14,2,Medical,1,203,1,Male,75,2,1,Research Scientist,1,Single,13027,10394,8,Y,Yes,18,3,2,80,2,21,6,2,13,8,1,10
41,No,Travel_Rarely,1217,Sales,26,5,Technical Degree,1,204,1,Male,36,3,5,Research Director,2,Single,2027,25127,3,Y,No,12,3,1,80,3,4,0,1,4,3,0,4
22,Yes,Travel_Frequently,382,Sales,29,5,Medical,1,205,1,Female,93,3,1,Healthcare Representative,3,Single,16574,14180,7,Y,Yes,24,4,2,80,2,6,4,3,6,0,4,6
51,No,Travel_Rarely,748,Research & Development,29,5,Human Resources,1,206,1,Male,47,3,1,Healthcare Representative,1,Married,10268,22301,5,Y,No,24,3,1,80,0,29,5,4,28,16,5,9
23,Yes,Travel_Frequently,1197,Research & Development,8,1,Life Sciences,1,207,1,Male,57,3,1,Laboratory Technician,1,Single,6258,18460,2,Y,No,19,3,3,80,1,23,3,2,23,11,14,6
39,No,Travel_Rarely,998,Research & Development,20,5,Medical,1,208,3,Female,40,3,1,Sales Executive,2,Single,11105,24614,6,Y,No,12,4,2,80,1,13,1,4,12,3,5,3
28,No,Travel_Frequently,1157,Research & Development,6,5,Other,1,209,2,Male,64,2,3,Manager,3,Single,2416,23057,5,Y,No,21,3,2,80,0,5,6,4,5,5,0,3
33,No,Non-Travel,154,Sales,1,2,Other,1,210,3,Male,44,2,3,Sales Executive,2,Married,8948,9902,8,Y,No,11,3,4,80,2,37,3,4,13,2,10,13
50,No,Travel_Rarely,1492,Research & Development,14,3,Technical Degree,1,211,2,Male,83,1,1,Manufacturing Director,1,Single,12467,19740,2,Y,No,21,3,1,80,2,24,3,3,2,2,2,1
26,No,Travel_Rarely,659,Research & Development,29,4,Medical,1,212,1,Female,69,1,4,Manufacturing Director,2,Single,14424,7903,1,Y,No,16,3,2,80,0,33,6,2,21,5,0,5
23,Yes,Travel_Rarely,272,Research & Development,25,2,Human Resources,1,213,3,Male,48,1,1,Laboratory Technician,2,Single,18921,17744,5,Y,Yes,15,3,4,80,0,0,5,1,0,0,0,0
33,No,Travel_Rarely,550,Research & Development,20,2,Technical Degree,1,214,2,Female,69,1,1,Manufacturing Director,3,Married,13264,26897,8,Y,No,14,3,4,80,3,36,6,3,0,0,0,0
46,No,Travel_Frequently,279,Research & Development,16,2,Medical,1,215,2,Male,82,4,4,Manager,2,Single,16423,17199,4,Y,No,12,4,3,80,0,40,6,4,0,0,0,0
20,No,Travel_Rarely,1026,Sales,19,4,Technical Degree,1,216,1,Male,39,3,4,Manager,4,Divorced,16571,13713,5,Y,No,16,3,2,80,3,15,1,3,7,7,7,7
37,No,Travel_Rarely,1129,Research & Development,5,2,Other,1,217,1,Female,51,3,1,Manager,4,Married,18634,26819,1,Y,No,21,4,3,80,0,28,4,2,15,13,12,14
53,No,Non-Travel,1294,Sales,2,3,Human Resources,1,218,4,Female,50,3,2,Manager,4,Married,13662,2515,9,Y,No,12,4,1,80,3,24,1,4,13,3,12,13
36,Yes,Travel_Rarely,836,Research & Development,14,5,Life Sciences,1,219,4,Male,49,4,2,Manufacturing Director,1,Married,15404,23836,4,Y,No,15,3,1,80,0,38,3,1,13,6,11,3
43,Yes,Travel_Rarely,292,Research & Development,27,3,Human Resources,1,220,2,Female,98,3,4,Sales Representative,1,Divorced,16657,14544,3,Y,No,19,3,4,80,3,19,0,1,19,2,8,15
20,Yes,Travel_Frequently,1425,Research & Development,16,5,Life Sciences,1,221,4,Male,30,3,1,Sales Representative,3,Single,9694,11400,8,Y,No,11,3,4,80,2,24,2,4,19,17,10,7
36,No,Travel_Frequently,543,Research & Development,11,5,Marketing,1,222,3,Female,56,3,5,Research Scientist,2,Married,11826,5650,3,Y,No,23,3,3,80,0,16,0,1,13,11,13,6
37,No,Travel_Rarely,608,Research & Development,15,2,Other,1,223,2,Female,65,3,5,Manager,3,Single,14705,18270,7,Y,No,22,3,3,80,1,35,0,1,35,5,14,11
49,Yes,Travel_Frequently,1305,Research & Development,28,2,Other,1,224,3,Male,62,3,1,Healthcare Representative,2,Divorced,3721,21522,7,Y,Yes,17,3,1,80,0,5,6,1,5,5,1,5
24,Yes,Travel_Rarely,313,Sales,2,4,Other,1,225,4,Male,92,1,1,Sales Executive,3,Single,15376,2013,8,Y,Yes,12,3,3,80,2,40,1,4,29,13,8,4
58,No,Travel_Rarely,1285,Human Resources,24,1,Human Resources,1,226,3,Female,43,4,1,Laboratory Technician,2,Married,17340,7129,1,Y,No,13,4,4,80,1,39,1,4,30,12,1,0
50,No,Travel_Rarely,536,Research & Development,16,3,Life Sciences,1,227,2,Female,61,2,5,Human Resources,4,Married,17913,15142,8,Y,No,22,3,2,80,1,23,6,2,6,6,6,0
57,No,Travel_Rarely,1060,Research & Development,9,4,Marketing,1,228,3,Male,40,1,5,Human Resources,3,Married,17489,18298,5,Y,No,11,3,3,80,1,40,0,1,3,3,3,3
56,Yes,Travel_Rarely,648,Research & Development,6,4,Marketing,1,229,2,Male,94,4,4,Human Resources,2,Married,11517,19408,6,Y,Yes,25,3,1,80,3,29,6,1,22,5,0,4
35,No,Non-Travel,859,Sales,20,3,Marketing,1,230,4,Female,78,3,3,Healthcare Representative,4,Married,18744,17707,3,Y,No,24,3,2,80,1,8,1,4,8,8,8,6
57,Yes,Travel_Frequently,890,Sales,14,3,Technical Degree,1,231,2,Female,63,4,4,Manager,1,Divorced,7368,5018,2,Y,Yes,21,3,4,80,1,39,0,2,3,3,3,3
18,No,Travel_Rarely,1269,Research & Development,12,5,Human Resources,1,232,4,Female,90,3,4,Human Resources,2,Single,4131,12666,5,Y,No,23,3,1,80,3,40,3,1,22,13,11,1
28,No,Travel_Frequently,721,Research & Development,13,1,Human Resources,1,233,1,Female,85,3,2,Manufacturing Director,2,Single,14097,6520,0,Y,No,18,3,2,80,0,25,6,2,25,9,4,5
45,No,Travel_Rarely,744,Research & Development,13,2,Other,1,234,4,Male,68,4,4,Manufacturing Director,2,Divorced,7990,7696,7,Y,No,22,3,3,80,3,40,5,3,2,2,0,2
42,Yes,Travel_Frequently,887,Research & Development,12,1,Human Resources,1,235,2,Female,79,2,4,Human Resources,3,Single,12709,19831,8,Y,No,20,3,3,80,3,36,5,1,32,5,9,4
40,No,Travel_Frequently,606,Sales,11,1,Human Resources,1,236,2,Male,59,3,4,Sales Representative,1,Divorced,16165,13955,2,Y,No,13,3,1,80,3,32,0,3,14,14,14,10
48,No,Non-Travel,438,Research & Development,28,2,Technical Degree,1,237,1,Female,43,3,4,Manager,3,Married,16539,16402,1,Y,Yes,13,3,3,80,1,16,1,4,16,8,13,7
47,No,Travel_Rarely,282,Sales,5,1,Human Resources,1,238,1,Male,64,1,3,Manager,1,Single,5821,17574,3,Y,No,19,3,1,80,2,27,3,1,26,13,3,8
59,No,Travel_Rarely,805,Research & Development,5,4,Life Sciences,1,239,4,Male,54,4,2,Healthcare Representative,3,Single,3163,14657,6,Y,No,24,3,4,80,2,31,2,2,31,4,11,5
52,No,Travel_Rarely,1383,Sales,27,4,Marketing,1,240,3,Female,82,4,5,Manufacturing Director,2,Married,11837,21410,2,Y,No,15,3,4,80,1,38,0,3,15,13,5,2
24,Yes,Non-Travel,638,Human Resources,11,2,Technical Degree,1,241,3,Female,85,4,1,Laboratory Technician,2,Divorced,2894,8444,3,Y,Yes,16,3,4,80,0,9,4,3,0,0,0,0
33,Yes,Travel_Rarely,555,Sales,20,2,Technical Degree,1,242,1,Female,58,1,5,Sales Representative,3,Single,7108,10328,7,Y,No,18,3,3,80,1,29,6,3,11,11,6,2
43,Yes,Travel_Rarely,773,Research & Development,19,3,Other,1,243,4,Male,69,4,2,Healthcare Representative,2,Single,2827,22708,0,Y,Yes,18,3,1,80,3,17,4,4,17,7,12,7
19,No,Travel_Rarely,1240,Research & Development,1,3,Human Resources,1,244,1,Male,94,4,4,Research Scientist,3,Divorced,8111,17869,1,Y,Yes,16,3,3,80,0,19,4,1,19,14,8,9
18,No,Travel_Rarely,969,Human Resources,15,1,Marketing,1,245,1,Female,82,3,5,Laboratory Technician,3,Married,12595,24469,9,Y,No,17,3,1,80,1,3,3,2,3,1,3,3
29,No,Travel_Rarely,896,Research & Development,2,1,Life Sciences,1,246,2,Male,93,2,4,Healthcare Representative,1,Single,18013,18940,4,Y,No,11,3,3,80,0,11,0,1,11,1,2,6
22,No,Travel_Rarely,1163,Research & Development,11,2,Marketing,1,247,2,Female,50,2,3,Human Resources,2,Married,6315,20002,6,Y,No,20,3,2,80,2,28,1,1,22,3,5,15
54,No,Travel_Rarely,1292,Sales,2,1,Medical,1,248,2,Female,43,1,3,Manager,2,Divorced,14288,11959,6,Y,No,14,3,4,80,1,22,3,2,22,3,12,8
49,No,Non-Travel,878,Research & Development,28,5,Marketing,1,249,1,Female,39,4,2,Research Scientist,2,Married,11430,18514,4,Y,Yes,23,3,2,80,2,32,5,4,11,4,0,0
26,No,Non-Travel,555,Research & Development,9,4,Life Sciences,1,250,4,Male,30,1,5,Research Director,3,Married,14238,7260,0,Y,No,25,3,2,80,0,15,0,1,2,2,2,2
58,No,Travel_Rarely,549,Sales,21,1,Life Sciences,1,251,3,Female,41,2,3,Manager,1,Single,8708,13801,0,Y,No,16,3,4,80,3,26,0,3,3,3,3,3
52,No,Travel_Rarely,745,Sales,8,1,Life Sciences,1,252,3,Male,44,1,2,Manager,2,Married,11596,23395,5,Y,Yes,22,3,3,80,2,19,5,4,19,15,9,7
36,No,Travel_Frequently,675,Research & Development,7,3,Technical Degree,1,253,2,Male,71,3,2,Research Director,4,Single,3427,19558,7,Y,No,18,3,3,80,3,13,5,2,2,2,2,2
33,Yes,Travel_Rarely,1024,Research & Development,17,5,Technical Degree,1,254,4,Male,99,3,2,Sales Representative,3,Married,15162,4428,7,Y,No,17,3,2,80,0,38,0,1,13,9,6,4
20,No,Travel_Frequently,1137,Research & Development,18,1,Medical,1,255,2,Female,59,3,5,Healthcare Representative,2,Married,7148,22584,0,Y,No,20,3,3,80,2,32,2,3,1,1,1,1
37,No,Travel_Rarely,790,Research & Development,11,4,Marketing,1,256,4,Male,57,4,5,Human Resources,1,Married,16209,5822,4,Y,Yes,21,3,1,80,0,15,2,3,15,6,10,15
41,No,Travel_Rarely,914,Sales,6,1,Human Resources,1,257,4,Female,60,3,2,Sales Executive,3,Single,13698,4815,3,Y,No,16,3,2,80,1,20,6,1,20,11,3,8
50,No,Travel_Rarely,402,Sales,28,2,Other,1,258,4,Male,46,1,1,Manufacturing Director,3,Married,9732,26478,1,Y,No,25,3,1,80,0,27,0,3,27,6,8,11
41,No,Travel_Rarely,430,Research & Development,11,5,Medical,1,259,1,Male,79,3,5,Human Resources,3,Married,9491,3250,8,Y,No,15,3,4,80,0,17,6,4,0,0,0,0
28,No,Travel_Rarely,968,Sales,1,1,Human Resources,1,260,4,Male,80,4,5,Research Scientist,3,Married,9948,8661,8,Y,Yes,15,4,3,80,1,21,6,4,21,2,2,10
25,No,Travel_Frequently,442,Research & Development,28,5,Human Resources,1,261,1,Female,96,3,1,Laboratory Technician,4,Single,18027,9184,2,Y,No,15,3,1,80,1,38,5,4,22,8,10,6
53,No,Travel_Rarely,724,Research & Development,7,1,Medical,1,262,3,Male,78,3,5,Laboratory Technician,1,Married,6087,5648,2,Y,No,15,4,3,80,2,20,5,2,20,6,12,0
55,Yes,Travel_Frequently,173,Sales,20,4,Marketing,1,263,3,Female,57,4,5,Manager,3,Married,18679,23467,9,Y,Yes,16,3,2,80,0,28,4,4,28,18,4,13
57,No,Travel_Rarely,478,Research & Development,9,4,Other,1,264,1,Male,43,4,3,Laboratory Technician,3,Divorced,4510,16507,6,Y,Yes,15,3,4,80,3,23,2,2,23,12,7,12
37,No,Travel_Frequently,861,Sales,28,5,Human Resources,1,265,3,Male,32,3,1,Laboratory Technician,3,Married,15117,10508,9,Y,No,15,3,4,80,2,30,2,4,30,8,3,4
52,No,Travel_Rarely,146,Research & Development,8,3,Technical Degree,1,266,3,Male,98,2,3,Healthcare Representative,1,Divorced,2288,24763,1,Y,No,11,3,3,80,2,27,4,2,22,5,7,1
42,Yes,Travel_Rarely,1208,Sales,1,3,Technical Degree,1,267,2,Male,99,3,1,Laboratory Technician,2,Married,16576,8851,0,Y,Yes,13,3,1,80,0,9,1,2,9,9,2,1
52,No,Travel_Rarely,495,Research & Development,12,2,Medical,1,268,1,Male,97,1,1,Healthcare Representative,4,Married,12443,9106,2,Y,No,11,3,1,80,1,40,5,2,30,16,9,16
42,No,Travel_Rarely,1226,Research & Development,14,3,Other,1,269,1,Female,96,4,1,Laboratory Technician,4,Single,15085,18006,5,Y,No,21,3,4,80,2,37,3,3,37,12,15,13
46,No,Travel_Rarely,860,Research & Development,13,5,Other,1,270,1,Male,89,3,5,Research Scientist,4,Single,18579,16779,1,Y,Yes,24,3,1,80,2,0,1,1,0,0,0,0
35,No,Travel_Rarely,687,Research & Development,8,3,Human Resources,1,271,2,Male,97,2,2,Research Director,2,Single,19958,18918,0,Y,Yes,22,3,4,80,0,16,6,3,16,6,2,1
35,Yes,Travel_Rarely,742,Sales,5,2,Medical,1,272,1,Male,73,3,4,Laboratory Technician,1,Married,14907,16403,1,Y,No,13,3,2,80,2,29,2,4,12,12,12,9
19,No,Travel_Rarely,252,Research & Development,15,1,Other,1,273,3,Female,84,1,2,Manager,1,Married,11681,23651,2,Y,No,11,3,3,80,1,34,4,4,29,5,0,8
52,No,Non-Travel,1147,Research & Development,28,3,Other,1,274,4,Male,98,4,5,Research Scientist,4,Married,16990,14748,8,Y,Yes,16,3,4,80,0,16,4,3,16,12,9,8
33,No,Travel_Rarely,162,Research & Development,21,5,Technical Degree,1,275,2,Male,63,1,5,Sales Executive,4,Single,10752,15475,3,Y,No,16,3,2,80,1,37,3,4,32,9,9,0
58,No,Travel_Frequently,1041,Sales,8,5,Medical,1,276,2,Female,31,2,4,Research Director,3,Married,2214,7473,4,Y,No,16,3,2,80,3,35,0,2,35,18,5,11
53,Yes,Travel_Rarely,260,Research & Development,24,2,Human Resources,1,277,1,Male,63,1,5,Laboratory Technician,1,Married,7602,14921,8,Y,Yes,17,3,1,80,2,28,4,3,10,4,10,10
50,No,Travel_Rarely,105,Sales,3,2,Human Resources,1,278,4,Male,33,1,1,Research Scientist,2,Married,10388,22514,7,Y,No,20,3,2,80,2,34,2,4,31,10,12,0
21,No,Travel_Rarely,1468,Research & Development,8,4,Technical Degree,1,279,4,Female,41,4,3,Research Scientist,2,Single,12176,3588,9,Y,No,11,3,3,80,0,6,5,1,6,6,4,6
50,No,Travel_Rarely,215,Sales,3,4,Life Sciences,1,280,4,Male,42,1,3,Healthcare Representative,2,Married,8734,22883,8,Y,Yes,20,4,2,80,3,36,2,1,30,18,15,16
31,Yes,Travel_Frequently,1320,Research & Development,9,4,Life Sciences,1,281,3,Male,33,2,1,Manager,1,Married,2343,24793,5,Y,Yes,20,3,4,80,2,0,2,4,0,0,0,0
38,Yes,Non-Travel,719,Sales,5,1,Other,1,282,4,Female,60,2,2,Research Scientist,4,Married,12575,18453,2,Y,No,18,3,2,80,1,15,3,1,15,2,1,2
37,No,Travel_Rarely,213,Research & Development,25,5,Marketing,1,283,1,Male,73,4,3,Manager,4,Married,5943,22957,1,Y,No,22,3,4,80,1,36,6,3,22,0,6,9
25,No,Travel_Rarely,850,Research & Development,6,4,Technical Degree,1,284,3,Male,85,2,1,Sales Executive,1,Divorced,8521,3778,5,Y,No,14,3,3,80,0,6,6,2,6,6,6,6
